item-name,item-description,listing-id,seller-sku,price,quantity,open-date,image-url,item-is-marketplace,product-id-type,zshop-shipping-fee,item-note,item-condition,zshop-category1,zshop-browse-path,zshop-storefront-feature,asin1,asin2,asin3,will-ship-internationally,expedited-shipping,zshop-boldface,product-id,bid-for-featured-placement,add-delete,pending-quantity,fulfillment-channel
Delta Gamma Sterling Silver Infinity Ring (08),"A beautiful and classy Delta Gamma sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RDXJ6,R-5001-DeltaGamma-08,28,5,2014-05-09 19:28:04 PDT,,y,1,,,11,,,,B00K8KPMY6,,,1,,,B00K8KPMY6,,,0,DEFAULT
Delta Gamma Sterling Silver Infinity Ring (09),"A beautiful and classy Delta Gamma sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RE0TI,R-5001-DeltaGamma-09,28,5,2014-05-09 19:28:06 PDT,,y,1,,,11,,,,B00K8KPO76,,,1,,,B00K8KPO76,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Infinity Ring (05),"A beautiful and classy Delta Phi Epsilon sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RCQNU,R-5001-DeltaPhiEpsilon-05,28,3,2014-05-09 19:27:45 PDT,,y,1,,,11,,,,B00K8KPAPC,,,1,,,B00K8KPAPC,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Infinity Ring (06),"A beautiful and classy Delta Phi Epsilon sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RCUZO,R-5001-DeltaPhiEpsilon-06,28,9,2014-05-09 19:27:48 PDT,,y,1,,,11,,,,B00K8KPCSM,,,1,,,B00K8KPCSM,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Infinity Ring (07),"A beautiful and classy Delta Phi Epsilon sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RCX60,R-5001-DeltaPhiEpsilon-07,28,5,2014-05-09 19:27:50 PDT,,y,1,,,11,,,,B00K8KPDM2,,,1,,,B00K8KPDM2,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Infinity Ring (08),"A beautiful and classy Delta Phi Epsilon sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RD3MI,R-5001-DeltaPhiEpsilon-08,28,5,2014-05-09 19:27:52 PDT,,y,1,,,11,,,,B00K8KPESU,,,1,,,B00K8KPESU,,,0,DEFAULT
Delta Phi Epsilon Sterling Silver Infinity Ring (09),"A beautiful and classy Delta Phi Epsilon sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RD8KU,R-5001-DeltaPhiEpsilon-09,28,3,2014-05-09 19:27:54 PDT,,y,1,,,11,,,,B00K8KPGA6,,,1,,,B00K8KPGA6,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Infinity Ring (05),"A beautiful and classy Delta Sigma Pi sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RBU5U,R-5001-DeltaSigmaPi-05,28,3,2014-05-09 19:27:32 PDT,,y,1,,,11,,,,B00K8KP1WO,,,1,,,B00K8KP1WO,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Infinity Ring (06),"A beautiful and classy Delta Sigma Pi sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RBYMO,R-5001-DeltaSigmaPi-06,28,6,2014-05-09 19:27:34 PDT,,y,1,,,11,,,,B00K8KP3C2,,,1,,,B00K8KP3C2,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Infinity Ring (07),"A beautiful and classy Delta Sigma Pi sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RC45U,R-5001-DeltaSigmaPi-07,28,7,2014-05-09 19:27:36 PDT,,y,1,,,11,,,,B00K8KP4F8,,,1,,,B00K8KP4F8,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Infinity Ring (08),"A beautiful and classy Delta Sigma Pi sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RC8F6,R-5001-DeltaSigmaPi-08,28,5,2014-05-09 19:27:38 PDT,,y,1,,,11,,,,B00K8KP60G,,,1,,,B00K8KP60G,,,0,DEFAULT
Delta Sigma Pi Sterling Silver Infinity Ring (09),"A beautiful and classy Delta Sigma Pi sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RCDRO,R-5001-DeltaSigmaPi-09,28,3,2014-05-09 19:27:40 PDT,,y,1,,,11,,,,B00K8KP74Q,,,1,,,B00K8KP74Q,,,0,DEFAULT
Delta Zeta Sterling Silver Infinity Ring (05),"A beautiful and classy Delta Zeta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RAT7U,R-5001-DeltaZeta-05,28,6,2014-05-09 19:27:17 PDT,,y,1,,,11,,,,B00K8KOS6Y,,,1,,,B00K8KOS6Y,,,0,DEFAULT
Delta Zeta Sterling Silver Infinity Ring (06),"A beautiful and classy Delta Zeta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RAZGU,R-5001-DeltaZeta-06,28,4,2014-05-09 19:27:20 PDT,,y,1,,,11,,,,B00K8KOTYU,,,1,,,B00K8KOTYU,,,0,DEFAULT
Delta Zeta Sterling Silver Infinity Ring (07),"A beautiful and classy Delta Zeta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RB39I,R-5001-DeltaZeta-07,28,7,2014-05-09 19:27:22 PDT,,y,1,,,11,,,,B00K8KOVFM,,,1,,,B00K8KOVFM,,,0,DEFAULT
Delta Zeta Sterling Silver Infinity Ring (08),"A beautiful and classy Delta Zeta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RB8XO,R-5001-DeltaZeta-08,28,9,2014-05-09 19:27:24 PDT,,y,1,,,11,,,,B00K8KOWG0,,,1,,,B00K8KOWG0,,,0,DEFAULT
Delta Zeta Sterling Silver Infinity Ring (09),"A beautiful and classy Delta Zeta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RBJ3I,R-5001-DeltaZeta-09,28,10,2014-05-09 19:27:26 PDT,,y,1,,,11,,,,B00K8KOXT6,,,1,,,B00K8KOXT6,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Infinity Ring (05),"A beautiful and classy Gamma Phi Beta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RA2QI,R-5001-GammaPhiBeta-05,28,10,2014-05-09 19:27:06 PDT,,y,1,,,11,,,,B00K8KOL3O,,,1,,,B00K8KOL3O,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Infinity Ring (06),"A beautiful and classy Gamma Phi Beta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RA59C,R-5001-GammaPhiBeta-06,28,10,2014-05-09 19:27:08 PDT,,y,1,,,11,,,,B00K8KOMII,,,1,,,B00K8KOMII,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Infinity Ring (07),"A beautiful and classy Gamma Phi Beta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RAD6C,R-5001-GammaPhiBeta-07,28,8,2014-05-09 19:27:10 PDT,,y,1,,,11,,,,B00K8KONRS,,,1,,,B00K8KONRS,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Infinity Ring (08),"A beautiful and classy Gamma Phi Beta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RAIH6,R-5001-GammaPhiBeta-08,28,8,2014-05-09 19:27:12 PDT,,y,1,,,11,,,,B00K8KOOYK,,,1,,,B00K8KOOYK,,,0,DEFAULT
Gamma Phi Beta Sterling Silver Infinity Ring (09),"A beautiful and classy Gamma Phi Beta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1RALIC,R-5001-GammaPhiBeta-09,28,10,2014-05-09 19:27:13 PDT,,y,1,,,11,,,,B00K8KOQ2A,,,1,,,B00K8KOQ2A,,,0,DEFAULT
Kappa Alpha Theta Sterling Silver Infinity Ring (05),"A beautiful and classy Kappa Alpha Theta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1R9G56,R-5001-KappaAlphaTheta-05,28,2,2014-05-09 19:26:55 PDT,,y,1,,,11,,,,B00K8KODWI,,,1,,,B00K8KODWI,,,0,DEFAULT
Kappa Alpha Theta Sterling Silver Infinity Ring (06),"A beautiful and classy Kappa Alpha Theta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1R9ID6,R-5001-KappaAlphaTheta-06,28,5,2014-05-09 19:26:56 PDT,,y,1,,,11,,,,B00K8KOF5I,,,1,,,B00K8KOF5I,,,0,DEFAULT
Kappa Alpha Theta Sterling Silver Infinity Ring (07),"A beautiful and classy Kappa Alpha Theta sterling silver infinity ring designed exclusively by The Collegiate Standard. The ring is hand-crafted and polished to a dazzling shine. The letters are intricately carved to perfection. This ring is the perfect gift for any occasion! Please specify ring size (5,6,7,8,9)",0510O1R9MKU,R-5001-KappaAlphaTheta-07,28,7,2014-05-09 19:26:58 PDT,,y,1,,,11,,,,B00K8KOGP2,,,1,,,B00K8KOGP2,,,0,DEFAULT
